,Unnamed: 0,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,tweet words,links,replies_sentance,Negative words,Positive words,Sentiment Score,hour,minute,day
20,5,"Thoughtful, thorough take on the Clipper 2.0 ""upgrade"" from  @andybosselman  @CurbedSF https://t.co/MBmSAa3YM0 ",2018-09-25 17:02:00,1191.0,26.0,0.0218303946263644,3.0,"[['@andybosselman'], ['@CurbedSF']]",6.0,1.0,13.0,"['thoughtful,', 'thorough', 'take', 'on', 'the', 'clipper', '""upgrade""', 'from', '@andybosselman', '@curbedsf', 'https://t.co/mbmsaa3ym0']",https://t.co/MBmSAa3YM0,"['Thoughtful,', 'thorough', 'take', 'on', 'the', 'Clipper', '2.0', '""upgrade""', 'from', '', '@andybosselman', '', '@CurbedSF', 'https://t.co/MBmSAa3YM0', '']","['rough', 'the', 'ugh']","['on', 'rad', 'take', 'the', 'thorough', 'thoughtful', 'up', 'upgrade']",0.04504504504504504,17,2,2
21,6,"Don’t miss the transit party of the year, next Friday night at @remix! Food + drinks + live awards to honor our Rider-First Award winners = the perfect way to cap off #TransitWeek with @SFTRU &amp; Seamless. Buy your tickets now! https://t.co/3LrP1X7a9N https://t.co/PhoKMj7Fiy ",2018-09-22 18:47:00,2756.0,55.0,0.0199564586357039,5.0,"[['@remix!'], ['@SFTRU']]",5.0,9.0,8.0,"['don’t', 'miss', 'the', 'transit', 'party', 'of', 'the', 'year,', 'next', 'friday', 'night', 'at', '@remix!', 'food', 'drinks', 'live', 'awards', 'to', 'honor', 'our', 'rider-first', 'award', 'winners', 'the', 'perfect', 'way', 'to', 'cap', 'off', '#transitweek', 'with', '@sftru', '&amp;', 'seamless.', 'buy', 'your', 'tickets', 'now!', 'https://t.co/3lrp1x7a9n', 'https://t.co/phokmj7fiy']","https://t.co/3LrP1X7a9N, https://t.co/PhoKMj7Fiy","['Don’t', 'miss', 'the', 'transit', 'party', 'of', 'the', 'year,', 'next', 'Friday', 'night', 'at', '@remix!', 'Food', '+', 'drinks', '+', 'live', 'awards', 'to', 'honor', 'our', 'Rider-First', 'Award', 'winners', '=', 'the', 'perfect', 'way', 'to', 'cap', 'off', '#TransitWeek', 'with', '@SFTRU', '&amp;', 'Seamless.', 'Buy', 'your', 'tickets', 'now!', 'https://t.co/3LrP1X7a9N', 'https://t.co/PhoKMj7Fiy', '']","['in', 'miss', 'no', 'the']","['art', 'award', 'da', 'ear', 'first', 'in', 'live', 'miss', 'next', 'now', 'of', 'ok', 'on', 'party', 'perfect', 'seamless', 'the', 'way', 'win', 'winner', 'winners', 'wit', 'with', 'yea', 'yo', 'you']",0.07913669064748202,18,47,6
22,7,Miss our BART Board District 8 Candidate Forum w/ @SFTRU on Monday? Check out @StreetsblogSF's recap of the event! https://t.co/lDmp6749SH ,2018-09-19 23:36:00,1024.0,19.0,0.0185546875,3.0,"[['@SFTRU'], [""@StreetsblogSF's""]]",2.0,8.0,0.0,"['miss', 'our', 'bart', 'board', 'district', 'candidate', 'forum', 'w/', '@sftru', 'on', 'monday?', 'check', 'out', ""@streetsblogsf's"", 'recap', 'of', 'the', 'event!', 'https://t.co/ldmp6749sh']",https://t.co/lDmp6749SH,"['Miss', 'our', 'BART', 'Board', 'District', '8', 'Candidate', 'Forum', 'w/', '@SFTRU', 'on', 'Monday?', 'Check', 'out', ""@StreetsblogSF's"", 'recap', 'of', 'the', 'event!', 'https://t.co/lDmp6749SH', '']","['heck', 'miss', 'strict', 'the', 'vent']","['art', 'can', 'candid', 'da', 'even', 'for', 'miss', 'of', 'on', 'the', 'vent']",0.043165467625899276,23,36,3
23,8,"Our mobility goals should drive project identification, and not the other way around. Read our thoughts on @MTCBATA's call for Transformative Projects &amp; our group's full project submission on Medium now, and let us know what you think! https://t.co/sOaSLpoNob ",2018-09-19 13:58:00,1343.0,73.0,0.054355919583023,5.0,"[[""@MTCBATA's""]]",12.0,4.0,38.0,"['our', 'mobility', 'goals', 'should', 'drive', 'project', 'identification,', 'and', 'not', 'the', 'other', 'way', 'around.', 'read', 'our', 'thoughts', 'on', ""@mtcbata's"", 'call', 'for', 'transformative', 'projects', '&amp;', 'our', ""group's"", 'full', 'project', 'submission', 'on', 'medium', 'now,', 'and', 'let', 'us', 'know', 'what', 'you', 'think!', 'https://t.co/soaslponob']",https://t.co/sOaSLpoNob,"['Our', 'mobility', 'goals', 'should', 'drive', 'project', 'identification,', 'and', 'not', 'the', 'other', 'way', 'around.', 'Read', 'our', 'thoughts', 'on', ""@MTCBATA's"", 'call', 'for', 'Transformative', 'Projects', '&amp;', 'our', ""group's"", 'full', 'project', 'submission', 'on', 'Medium', 'now,', 'and', 'let', 'us', 'know', 'what', 'you', 'think!', 'https://t.co/sOaSLpoNob', '']","['dent', 'in', 'miss', 'no', 'not', 'the', 'ugh']","['all', 'as', 'drive', 'for', 'full', 'go', 'in', 'miss', 'mission', 'mobility', 'nob', 'now', 'on', 'pro', 'round', 'the', 'thoughts', 'transform', 'up', 'way', 'yo', 'you']",0.05681818181818181,13,58,3
24,9,"Nice work on these maps, Jacob! We 100% agree that rider experience can &amp; should be better, and that the Bay Area needs to think bigger to make the case for more transformative investments. Come chat with us - we’re incorporating ideas and suggestions into a mega map of our own! https://t.co/ldCfUgy1uZ ",2018-09-18 23:40:00,718.0,20.0,0.0278551532033426,2.0,[],8.0,1.0,0.0,"['nice', 'work', 'on', 'these', 'maps,', 'jacob!', 'we', 'agree', 'that', 'rider', 'experience', 'can', '&amp;', 'should', 'be', 'better,', 'and', 'that', 'the', 'bay', 'area', 'needs', 'to', 'think', 'bigger', 'to', 'make', 'the', 'case', 'for', 'more', 'transformative', 'investments.', 'come', 'chat', 'with', 'us', 'we’re', 'incorporating', 'ideas', 'and', 'suggestions', 'into', 'a', 'mega', 'map', 'of', 'our', 'own!', 'https://t.co/ldcfugy1uz']",https://t.co/ldCfUgy1uZ,"['Nice', 'work', 'on', 'these', 'maps,', 'Jacob!', 'We', '100%', 'agree', 'that', 'rider', 'experience', 'can', '&amp;', 'should', 'be', 'better,', 'and', 'that', 'the', 'Bay', 'Area', 'needs', 'to', 'think', 'bigger', 'to', 'make', 'the', 'case', 'for', 'more', 'transformative', 'investments.', 'Come', 'chat', 'with', 'us', '-', 'we’re', 'incorporating', 'ideas', 'and', 'suggestions', 'into', 'a', 'mega', 'map', 'of', 'our', 'own!', 'https://t.co/ldCfUgy1uZ', '']","['in', 'the']","['agree', 'as', 'bet', 'better', 'big', 'can', 'for', 'idea', 'in', 'invest', 'make', 'more', 'need', 'nice', 'of', 'on', 'ora', 'the', 'transform', 'vest', 'wit', 'with', 'work']",0.06818181818181818,23,40,2
25,10,"Great discussion about how to make BART work better for its riders at the @SFBART District 8 Candidate Forum tonight! Thanks to everyone who came, @SFTRU for co-hosting, and all the candidates: @JonathanLyens, @JaniceForBART, @melnut, Brian Larkin, William Walker, &amp; Eva Chao! https://t.co/uZJ83ZXfMt ",2018-09-18 04:45:00,1452.0,41.0,0.0282369146005509,2.0,"[['@SFBART'], ['@SFTRU'], ['@JonathanLyens,'], ['@JaniceForBART,'], ['@melnut,']]",8.0,8.0,0.0,"['great', 'discussion', 'about', 'how', 'to', 'make', 'bart', 'work', 'better', 'for', 'its', 'riders', 'at', 'the', '@sfbart', 'district', 'candidate', 'forum', 'tonight!', 'thanks', 'to', 'everyone', 'who', 'came,', '@sftru', 'for', 'co-hosting,', 'and', 'all', 'the', 'candidates:', '@jonathanlyens,', '@janiceforbart,', '@melnut,', 'brian', 'larkin,', 'william', 'walker,', '&amp;', 'eva', 'chao!', 'https://t.co/uzj83zxfmt']",https://t.co/uZJ83ZXfMt,"['Great', 'discussion', 'about', 'how', 'to', 'make', 'BART', 'work', 'better', 'for', 'its', 'riders', 'at', 'the', '@SFBART', 'District', '8', 'Candidate', 'Forum', 'tonight!', 'Thanks', 'to', 'everyone', 'who', 'came,', '@SFTRU', 'for', 'co-hosting,', 'and', 'all', 'the', 'candidates:', '@JonathanLyens,', '@JaniceForBART,', '@melnut,', 'Brian', 'Larkin,', 'William', 'Walker,', '&amp;', 'Eva', 'Chao!', 'https://t.co/uZJ83ZXfMt', '']","['cuss', 'ill', 'in', 'sting', 'strict', 'the']","['all', 'art', 'bet', 'better', 'can', 'candid', 'da', 'for', 'great', 'host', 'how', 'in', 'lark', 'make', 'nice', 'on', 'thank', 'thanks', 'the', 'very', 'will', 'work', 'yo']",0.05573770491803279,4,45,2
26,11,Fun times tonight with @SFTRU at 6:30 https://t.co/T97MwV9UNg ,2018-09-17 19:29:00,1276.0,7.0,0.0054858934169279,1.0,[['@SFTRU']],4.0,1.0,0.0,"['fun', 'times', 'tonight', 'with', '@sftru', 'at', 'https://t.co/t97mwv9ung']",https://t.co/T97MwV9UNg,"['Fun', 'times', 'tonight', 'with', '@SFTRU', 'at', '6:30', 'https://t.co/T97MwV9UNg', '']",[],"['fun', 'on', 'wit', 'with']",0.06451612903225806,19,29,1
27,12,"We're still accepting nominations! We want to celebrate the local people, places, &amp; projects that are helping to create a better regional transit experience. Know of someone/something that fits the description? Nominate them for a Rider-First Award! https://t.co/9Gj3i8y6KX @SFTRU https://t.co/lf0bH7TGNL ",2018-09-17 17:48:00,697.0,12.0,0.0172166427546628,1.0,[['@SFTRU']],1.0,1.0,1.0,"[""we're"", 'still', 'accepting', 'nominations!', 'we', 'want', 'to', 'celebrate', 'the', 'local', 'people,', 'places,', '&amp;', 'projects', 'that', 'are', 'helping', 'to', 'create', 'a', 'better', 'regional', 'transit', 'experience.', 'know', 'of', 'someone/something', 'that', 'fits', 'the', 'description?', 'nominate', 'them', 'for', 'a', 'rider-first', 'award!', 'https://t.co/9gj3i8y6kx', '@sftru', 'https://t.co/lf0bh7tgnl']","https://t.co/9Gj3i8y6KX, @SFTRU, https://t.co/lf0bH7TGNL","[""We're"", 'still', 'accepting', 'nominations!', 'We', 'want', 'to', 'celebrate', 'the', 'local', 'people,', 'places,', '&amp;', 'projects', 'that', 'are', 'helping', 'to', 'create', 'a', 'better', 'regional', 'transit', 'experience.', 'Know', 'of', 'someone/something', 'that', 'fits', 'the', 'description?', 'Nominate', 'them', 'for', 'a', 'Rider-First', 'Award!', 'https://t.co/9Gj3i8y6KX', '@SFTRU', 'https://t.co/lf0bH7TGNL', '']","['brat', 'ill', 'in', 'no', 'rip', 'the']","['accept', 'ace', 'award', 'bet', 'better', 'celebrate', 'create', 'first', 'fit', 'for', 'help', 'helping', 'in', 'nom', 'nominate', 'now', 'of', 'on', 'pro', 'script', 'still', 'the', 'want']",0.05501618122977347,17,48,1
28,13,"Our BART Board Candidate Forum (District 8) is coming up, tomorrow at 6 PM! Come hear from the candidates - how will they address the challenges BART is facing? What do they see for the future of BART on a regional level? Co-hosted w/ @SFTRU https://t.co/ip7Nd2d25K https://t.co/OhvhNflfs1 ",2018-09-16 15:49:00,1037.0,12.0,0.0115718418514946,2.0,[['@SFTRU']],0.0,4.0,0.0,"['our', 'bart', 'board', 'candidate', 'forum', '(district', 'is', 'coming', 'up,', 'tomorrow', 'at', 'pm!', 'come', 'hear', 'from', 'the', 'candidates', 'how', 'will', 'they', 'address', 'the', 'challenges', 'bart', 'is', 'facing?', 'what', 'do', 'they', 'see', 'for', 'the', 'future', 'of', 'bart', 'on', 'a', 'regional', 'level?', 'co-hosted', 'w/', '@sftru', 'https://t.co/ip7nd2d25k', 'https://t.co/ohvhnflfs1']","https://t.co/ip7Nd2d25K, https://t.co/OhvhNflfs1","['Our', 'BART', 'Board', 'Candidate', 'Forum', '(District', '8)', 'is', 'coming', 'up,', 'tomorrow', 'at', '6', 'PM!', 'Come', 'hear', 'from', 'the', 'candidates', '-', 'how', 'will', 'they', 'address', 'the', 'challenges', 'BART', 'is', 'facing?', 'What', 'do', 'they', 'see', 'for', 'the', 'future', 'of', 'BART', 'on', 'a', 'regional', 'level?', 'Co-hosted', 'w/', '@SFTRU', 'https://t.co/ip7Nd2d25K', 'https://t.co/OhvhNflfs1', '']","['ill', 'in', 'strict', 'the']","['add', 'all', 'art', 'can', 'candid', 'da', 'ear', 'for', 'hall', 'host', 'how', 'in', 'of', 'on', 'the', 'up', 'will']",0.04482758620689655,15,49,7
29,14,"(8) All this make you mad? Head over to MTC - meeting now Demand streamlined fare policies, simplified biz rules,  a focus on the rider's experience. Demand that contracts be properly value engineered. Even demand a re-bid. But definitely demand real regional leadership. ",2018-09-14 17:01:00,1194.0,84.0,0.0703517587939698,0.0,[],11.0,38.0,0.0,"['all', 'this', 'make', 'you', 'mad?', 'head', 'over', 'to', 'mtc', 'meeting', 'now', 'demand', 'streamlined', 'fare', 'policies,', 'simplified', 'biz', 'rules,', 'a', 'focus', 'on', 'the', ""rider's"", 'experience.', 'demand', 'that', 'contracts', 'be', 'properly', 'value', 'engineered.', 'even', 'demand', 'a', 're-bid.', 'but', 'definitely', 'demand', 'real', 'regional', 'leadership.']",,"['(8)', 'All', 'this', 'make', 'you', 'mad?', 'Head', 'over', 'to', 'MTC', '-', 'meeting', 'now', 'Demand', 'streamlined', 'fare', 'policies,', 'simplified', 'biz', 'rules,', '', 'a', 'focus', 'on', 'the', ""rider's"", 'experience.', 'Demand', 'that', 'contracts', 'be', 'properly', 'value', 'engineered.', 'Even', 'demand', 'a', 're-bid.', 'But', 'definitely', 'demand', 'real', 'regional', 'leadership.', '']","['in', 'mad', 'no', 'the']","['all', 'definite', 'even', 'fare', 'focus', 'head', 'hip', 'in', 'lead', 'leader', 'leadership', 'make', 'now', 'on', 'over', 'pro', 'proper', 'properly', 'real', 'simplified', 'streamline', 'streamlined', 'the', 'value', 'yo', 'you']",0.08088235294117646,17,1,5
30,15,"(7) SO what to do? Asking for a re-bid WILL drag out a long C2 process even longer. BUT: isn't it time we had higher expectations? What if we didn't just throw our hands up in the air, hope for better next time? Unless we hold MTC to account, next time will never be better. ",2018-09-14 17:00:00,763.0,13.0,0.0170380078636959,1.0,[],6.0,4.0,0.0,"['so', 'what', 'to', 'do?', 'asking', 'for', 'a', 're-bid', 'will', 'drag', 'out', 'a', 'long', 'c2', 'process', 'even', 'longer.', 'but:', ""isn't"", 'it', 'time', 'we', 'had', 'higher', 'expectations?', 'what', 'if', 'we', ""didn't"", 'just', 'throw', 'our', 'hands', 'up', 'in', 'the', 'air,', 'hope', 'for', 'better', 'next', 'time?', 'unless', 'we', 'hold', 'mtc', 'to', 'account,', 'next', 'time', 'will', 'never', 'be', 'better.']",,"['(7)', 'SO', 'what', 'to', 'do?', 'Asking', 'for', 'a', 're-bid', 'WILL', 'drag', 'out', 'a', 'long', 'C2', 'process', 'even', 'longer.', 'BUT:', ""isn't"", 'it', 'time', 'we', 'had', 'higher', 'expectations?', 'What', 'if', 'we', ""didn't"", 'just', 'throw', 'our', 'hands', 'up', 'in', 'the', 'air,', 'hope', 'for', 'better', 'next', 'time?', 'Unless', 'we', 'hold', 'MTC', 'to', 'account,', 'next', 'time', 'will', 'never', 'be', 'better.', '']","['drag', 'ill', 'in', 'never', 'old', 'the']","['as', 'bet', 'better', 'even', 'for', 'high', 'hold', 'hope', 'in', 'just', 'next', 'on', 'pro', 'process', 'the', 'up', 'will']",0.04,17,0,5
31,16,"(6) By re-structuring the proposal, we could even ask for better integration, a focus on rider needs not MTC or transit agency needs, and a chance to streamline that ugly tangle of business logic and ludicrously outdated fare policy. ",2018-09-14 17:00:00,522.0,4.0,0.0076628352490421,0.0,[],3.0,0.0,0.0,"['by', 're-structuring', 'the', 'proposal,', 'we', 'could', 'even', 'ask', 'for', 'better', 'integration,', 'a', 'focus', 'on', 'rider', 'needs', 'not', 'mtc', 'or', 'transit', 'agency', 'needs,', 'and', 'a', 'chance', 'to', 'streamline', 'that', 'ugly', 'tangle', 'of', 'business', 'logic', 'and', 'ludicrously', 'outdated', 'fare', 'policy.']",,"['(6)', 'By', 're-structuring', 'the', 'proposal,', 'we', 'could', 'even', 'ask', 'for', 'better', 'integration,', 'a', 'focus', 'on', 'rider', 'needs', 'not', 'MTC', 'or', 'transit', 'agency', 'needs,', 'and', 'a', 'chance', 'to', 'streamline', 'that', 'ugly', 'tangle', 'of', 'business', 'logic', 'and', 'ludicrously', 'outdated', 'fare', 'policy.', '']","['in', 'ludicrous', 'ludicrously', 'no', 'not', 'sin', 'sly', 'tangle', 'the', 'ugly']","['as', 'bet', 'better', 'chance', 'could', 'da', 'even', 'fare', 'focus', 'for', 'in', 'logic', 'ludic', 'need', 'of', 'on', 'pro', 'streamline', 'the']",0.038461538461538464,17,0,5
32,17,"(5) If we keep on the way we're going, we'll never know what we're losing out on in price or value or features. MTC shut the door on simpler, better system of fares &amp; rules and therefore on vendors who might have saved us all money and made C2 experience better for everyone. ",2018-09-14 17:00:00,620.0,7.0,0.0112903225806451,1.0,[],3.0,2.0,0.0,"['if', 'we', 'keep', 'on', 'the', 'way', ""we're"", 'going,', ""we'll"", 'never', 'know', 'what', ""we're"", 'losing', 'out', 'on', 'in', 'price', 'or', 'value', 'or', 'features.', 'mtc', 'shut', 'the', 'door', 'on', 'simpler,', 'better', 'system', 'of', 'fares', '&amp;', 'rules', 'and', 'therefore', 'on', 'vendors', 'who', 'might', 'have', 'saved', 'us', 'all', 'money', 'and', 'made', 'c2', 'experience', 'better', 'for', 'everyone.']",,"['(5)', 'If', 'we', 'keep', 'on', 'the', 'way', ""we're"", 'going,', ""we'll"", 'never', 'know', 'what', ""we're"", 'losing', 'out', 'on', 'in', 'price', 'or', 'value', 'or', 'features.', 'MTC', 'shut', 'the', 'door', 'on', 'simpler,', 'better', 'system', 'of', 'fares', '&amp;', 'rules', 'and', 'therefore', 'on', 'vendors', 'who', 'might', 'have', 'saved', 'us', 'all', 'money', 'and', 'made', 'C2', 'experience', 'better', 'for', 'everyone.', '']","['in', 'losing', 'mad', 'never', 'no', 'sin', 'the']","['all', 'bet', 'better', 'fare', 'feat', 'feature', 'for', 'go', 'going', 'have', 'in', 'made', 'now', 'of', 'on', 'save', 'simple', 'simpler', 'the', 'value', 'very', 'way', 'yo']",0.05714285714285714,17,0,5
33,18,"(4) But, honestly, the slippery ease with which Cubic came into $0.5B of public money without competition, has got us mad. That part of us that's fed up with bad regional leadership wants to demand that the sole bid be rejected and the project be re-structured. ",2018-09-14 17:00:00,787.0,23.0,0.0292249047013977,3.0,[],7.0,8.0,0.0,"['but,', 'honestly,', 'the', 'slippery', 'ease', 'with', 'which', 'cubic', 'came', 'into', '$0.5b', 'of', 'public', 'money', 'without', 'competition,', 'has', 'got', 'us', 'mad.', 'that', 'part', 'of', 'us', ""that's"", 'fed', 'up', 'with', 'bad', 'regional', 'leadership', 'wants', 'to', 'demand', 'that', 'the', 'sole', 'bid', 'be', 'rejected', 'and', 'the', 'project', 'be', 're-structured.']",,"['(4)', 'But,', 'honestly,', 'the', 'slippery', 'ease', 'with', 'which', 'Cubic', 'came', 'into', '$0.5B', 'of', 'public', 'money', 'without', 'competition,', 'has', 'got', 'us', 'mad.', 'That', 'part', 'of', 'us', ""that's"", 'fed', 'up', 'with', 'bad', 'regional', 'leadership', 'wants', 'to', 'demand', 'that', 'the', 'sole', 'bid', 'be', 'rejected', 'and', 'the', 'project', 'be', 're-structured.', '']","['bad', 'in', 'mad', 'reject', 'rejected', 'the']","['art', 'as', 'ease', 'go', 'hip', 'hone', 'honest', 'honestly', 'in', 'lead', 'leader', 'leadership', 'of', 'on', 'pro', 'sol', 'the', 'up', 'want', 'wit', 'with']",0.05725190839694656,17,0,5
34,19,"(3) There IS still time to recover some value from this bid. Streamlining biz rules &amp; fare policy before code gets pushed wd deliver a more cost-effective and reliable project, &amp; yield benefits in equity, ridership, environmental outcomes, customer experience. ",2018-09-14 17:00:00,462.0,4.0,0.0086580086580086,0.0,[],1.0,0.0,0.0,"['there', 'is', 'still', 'time', 'to', 'recover', 'some', 'value', 'from', 'this', 'bid.', 'streamlining', 'biz', 'rules', '&amp;', 'fare', 'policy', 'before', 'code', 'gets', 'pushed', 'wd', 'deliver', 'a', 'more', 'cost-effective', 'and', 'reliable', 'project,', '&amp;', 'yield', 'benefits', 'in', 'equity,', 'ridership,', 'environmental', 'outcomes,', 'customer', 'experience.']",,"['(3)', 'There', 'IS', 'still', 'time', 'to', 'recover', 'some', 'value', 'from', 'this', 'bid.', 'Streamlining', 'biz', 'rules', '&amp;', 'fare', 'policy', 'before', 'code', 'gets', 'pushed', 'wd', 'deliver', 'a', 'more', 'cost-effective', 'and', 'reliable', 'project,', '&amp;', 'yield', 'benefits', 'in', 'equity,', 'ridership,', 'environmental', 'outcomes,', 'customer', 'experience.', '']","['ill', 'in', 'liable', 'quit', 'the']","['able', 'benefit', 'cost-effective', 'effective', 'equity', 'fare', 'fit', 'for', 'hip', 'in', 'live', 'mental', 'more', 'on', 'over', 'pro', 'qui', 'recover', 'reliable', 'still', 'the', 'value', 'yield']",0.06691449814126393,17,0,5
35,20,"(2) When this advice was ignored, most vendors wisely dropped out. Any contractor that's left standing after that, is not a contractor you want. Lo and behold, MTC is about to award 0.5B sole bid from a defense contractor with a side business in transit. ",2018-09-14 17:00:00,422.0,2.0,0.0047393364928909,0.0,[],2.0,0.0,0.0,"['when', 'this', 'advice', 'was', 'ignored,', 'most', 'vendors', 'wisely', 'dropped', 'out.', 'any', 'contractor', ""that's"", 'left', 'standing', 'after', 'that,', 'is', 'not', 'a', 'contractor', 'you', 'want.', 'lo', 'and', 'behold,', 'mtc', 'is', 'about', 'to', 'award', '0.5b', 'sole', 'bid', 'from', 'a', 'defense', 'contractor', 'with', 'a', 'side', 'business', 'in', 'transit.']",,"['(2)', 'When', 'this', 'advice', 'was', 'ignored,', 'most', 'vendors', 'wisely', 'dropped', 'out.', 'Any', 'contractor', ""that's"", 'left', 'standing', 'after', 'that,', 'is', 'not', 'a', 'contractor', 'you', 'want.', 'Lo', 'and', 'behold,', 'MTC', 'is', 'about', 'to', 'award', '0.5B', 'sole', 'bid', 'from', 'a', 'defense', 'contractor', 'with', 'a', 'side', 'business', 'in', 'transit.', '']","['ding', 'ignore', 'in', 'no', 'not', 'old', 'sin', 'vice']","['as', 'award', 'drop', 'hold', 'in', 'most', 'on', 'sol', 'want', 'wise', 'wisely', 'wit', 'with', 'yo', 'you']",0.027450980392156862,17,0,5
